machine_id,series,shift,operator,temp_zone1,temp_zone2,pressure_main,processing_time,humidity,defect_flag
M0465,Series-C,Evening,Op-2,213.92002286344598,179.63706590413625,4.8212772885947865,43.48977250255068,46.16936562978968,0
M0466,Series-A,Night,Op-2,209.18316606002313,166.44447208904808,4.909804159118796,43.35276106826454,51.46084401238031,0
M0467,Series-B,Night,Op-1,184.29499396376823,184.86538922582403,5.686424237338265,48.659353521441474,46.50422392552423,0
M0468,Series-A,Evening,Op-3,190.10371863429663,162.31440313260296,3.8940690443352466,46.67529014542059,40.78538828483305,1
M0469,Series-C,Evening,Op-1,209.40771187988216,197.81519082692347,5.766716850648162,46.58077978591389,45.43997210688712,0
M0470,Series-C,Night,Op-4,190.1751260646169,173.0307405405241,4.288021423774928,47.34633794904263,40.127580868131815,0
M0471,Series-B,Morning,Op-3,197.75366850002976,183.0173948380926,4.866673835382793,37.32213938396447,59.56709574113713,0
M0472,Series-C,Night,Op-2,205.50052099024552,184.24931807319214,4.785377789850669,48.78394339993491,59.31494419639495,0
M0473,Series-A,Evening,Op-3,190.31655545136366,176.11642539443883,5.29427663488536,48.062343970068014,47.9031059494461,0
M0474,Series-B,Morning,Op-2,201.0537550614596,188.80040702212912,4.200937824058126,39.916584357117515,54.56741708679292,0
M0475,Series-A,Morning,Op-3,186.65974505081795,172.87644515066214,5.231086333040971,43.779597631628995,46.9161219682085,0
M0476,Series-A,Evening,Op-3,193.98632356048788,193.06945946185866,6.012154811643426,44.80346356186185,53.42186314171952,0
M0477,Series-B,Evening,Op-3,203.19781934142537,159.81030479629877,4.318412997703595,44.32751607799133,56.10860086091958,1
M0478,Series-A,Evening,Op-4,184.07006266468332,181.89569369319616,5.094853083805198,46.669299832842675,58.935124893844815,0
M0479,Series-C,Night,Op-4,204.404747379604,209.08393498587427,4.669008911101695,52.15683390915592,48.00424551699344,1
M0480,Series-A,Night,Op-1,199.8036220107332,164.99503013091638,5.212943603096518,50.40883363836414,55.66595965912095,0
M0481,Series-B,Morning,Op-1,205.5248995441715,169.83382544212722,5.009573888707876,38.43890403284297,45.31856901264238,0
M0482,Series-B,Evening,Op-2,202.23914134064663,187.70861774488372,4.679256545477845,48.110349951530246,59.80664607587297,0
M0483,Series-B,Morning,Op-4,213.64140429973844,182.69372672909398,5.243936142435537,51.644666597677045,40.515391975287024,0
M0484,Series-A,Morning,Op-2,201.25224502647907,185.25945148910338,5.902174054893371,46.93404260344602,52.07057613002242,0
M0485,Series-B,Morning,Op-1,195.70594458874746,187.33780695221495,4.90454810413635,50.454902125929834,53.19011963302654,0
M0486,Series-B,Morning,Op-2,201.22297503032283,189.52082202842655,5.359878971074091,55.06135222850383,53.76091114148258,0
M0487,Series-A,Evening,Op-1,205.43298029036387,196.64549762934334,4.353363521064418,50.11854773053491,42.40775157578178,0
M0488,Series-C,Morning,Op-4,200.48860070325705,186.1472798539277,4.521781811590996,46.246542978208645,58.77059566946261,0
M0489,Series-A,Evening,Op-3,200.40591691203883,176.38113518072186,5.236203138940189,50.225442370423764,43.62366558100165,0
M0490,Series-B,Evening,Op-4,192.98008312193244,190.08860551804096,5.7420580142679825,45.724439165484455,52.45506806479682,0
M0491,Series-B,Night,Op-2,193.37099082449052,208.49822902342822,5.17780667439283,45.11951521642478,44.4535215824617,0
M0492,Series-A,Evening,Op-2,185.97394728200305,178.0104938042614,4.843470984738423,43.242928821431335,46.14432834042542,0
M0493,Series-C,Night,Op-4,217.49576743186938,165.38206042994037,4.999645702711677,52.81706679416054,50.929170834562484,0
M0494,Series-B,Evening,Op-4,187.56136764608715,196.60621003930459,4.374796133015141,40.907856670289995,48.34386837129153,0
M0495,Series-B,Evening,Op-1,193.07094802204094,178.19428254069604,5.302257663177683,52.66183862339058,43.20451201953013,0
M0496,Series-B,Evening,Op-2,192.81592734430802,147.40995680978946,5.441166531161705,47.49932061870186,43.418728048416966,1
M0497,Series-A,Night,Op-2,208.94924376944442,192.7113251572563,4.77395483358346,38.00346912599029,48.36289576325599,0
M0498,Series-B,Night,Op-4,197.05050321707972,171.97007721069116,4.764978926120249,46.83824646495711,55.145659565510016,1
M0499,Series-C,Morning,Op-3,212.47742072673734,178.6420007654376,5.132939114826025,34.49986746174188,57.95929293695577,1
